,country,weight_muslim,religion,lwr_index,rwr_index,gex_index,polalien,PVJ13,PVJ32,lrscale,conspiracy,demidea,authority,lwe11,lwe23,lwe27,F8A2_1,lwe20,lwe8,rwe4,F11_4A4_1,rwe12,F11_4A2_1,rwe14,rwe15,rwe17,F11_4A1_1,F6_3A5_1,F6_4A4_1,F6_4A3_1,F6_4A1_1,F6A4_1,vote_all
0,1.0,0.401199817657471,3.0,,,,2.7142857142857144,2.5,2.4,5.0,5.4,5.0,3.0833333333333335,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0
1,1.0,1.0991622209549,5.0,-1.327,-0.9675,-0.474,2.5714285714285716,1.0,1.0,5.0,2.6,6.0,1.75,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
2,1.0,1.0991622209549,5.0,0.276,0.9057499999999999,0.368,4.4,2.0,3.0,7.0,7.8,,2.8333333333333335,,,,4.0,,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,,6.0
3,1.0,1.0991622209549,5.0,-0.019000000000000003,-0.89625,-0.216,3.5714285714285716,1.5,2.4,7.0,7.2,5.0,2.5,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0
4,1.0,1.0991622209549,4.0,0.622,-0.13575,-0.579,4.714285714285714,1.0,2.4,2.0,8.25,6.0,2.4166666666666665,1.0,4.0,,5.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0
5,1.0,1.0991622209549,1.0,-1.4645,0.112,-0.712,3.4285714285714284,1.3333333333333333,1.2,7.0,5.8,5.0,2.5833333333333335,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0991622209549,1.0,-0.9964999999999999,0.54625,-0.216,4.857142857142857,1.0,1.0,7.0,4.4,5.0,2.1666666666666665,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,,2.0,,2.0,3.0,1.0,1.0,2.0,2.0,1.0
7,1.0,1.0991622209549,2.0,-0.447,-1.0865,-0.239,2.0,1.0,2.0,9.0,2.4,6.0,2.6666666666666665,2.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
8,1.0,1.0991622209549,5.0,0.4165,0.1715,-0.263,4.714285714285714,1.3333333333333333,2.2,7.0,8.0,4.0,2.4166666666666665,2.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0
9,1.0,1.0991622209549,5.0,-0.21650000000000003,-0.629,-0.077,3.5714285714285716,1.0,1.0,6.0,2.4,6.0,3.4166666666666665,2.0,1.0,,5.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0
10,1.0,1.0991622209549,5.0,-0.024,-1.0865,-0.436,2.0,2.1666666666666665,1.6,,5.6,6.0,2.1666666666666665,4.0,2.0,,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,
11,1.0,1.0991622209549,1.0,-0.1235,-0.3615,-0.712,2.4285714285714284,1.0,1.0,6.0,6.2,6.0,1.9166666666666667,1.0,1.0,3.0,5.0,1.0,5.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,1.0,1.0991622209549,1.0,0.19,-0.985,-0.354,2.2857142857142856,2.0,1.0,2.0,3.2,5.0,2.75,3.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0
13,1.0,1.0991622209549,5.0,1.3010000000000002,0.51325,-0.712,4.857142857142857,2.0,2.8,4.0,8.4,5.0,2.4166666666666665,3.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0
14,1.0,1.0991622209549,1.0,0.6134999999999999,-0.30075,-0.603,4.285714285714286,1.3333333333333333,1.2,2.0,5.0,6.0,2.8333333333333335,3.0,4.0,2.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
15,1.0,1.0991622209549,1.0,-0.416,0.26225000000000004,0.528,4.0,2.5,1.4,8.0,6.0,6.0,2.1666666666666665,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,6.0
16,1.0,1.0991622209549,1.0,0.20750000000000002,-1.0865,-0.712,1.7142857142857142,1.3333333333333333,1.0,4.0,1.4,6.0,1.5,2.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
17,1.0,1.0991622209549,5.0,-0.345,-1.0865,-0.712,3.2857142857142856,1.0,1.0,4.0,2.8,6.0,2.1666666666666665,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
18,1.0,1.0991622209549,1.0,0.393,0.7142499999999999,1.405,3.5714285714285716,3.5,3.8,8.0,6.2,2.0,3.25,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,1.0
19,1.0,1.0991622209549,2.0,-0.10400000000000001,-0.95375,-0.474,3.2857142857142856,1.0,1.0,3.0,3.0,5.0,1.3333333333333333,4.0,4.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0
20,1.0,1.0991622209549,1.0,0.6194999999999999,1.5095,1.371,3.857142857142857,3.3333333333333335,4.6,9.0,10.6,5.0,3.0833333333333335,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0
21,1.0,1.0991622209549,4.0,-0.4845,-0.7205,-0.712,1.2857142857142858,1.3333333333333333,1.0,8.0,1.6,6.0,2.25,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
22,1.0,1.0991622209549,5.0,0.8160000000000001,0.8415,-0.068,4.666666666666667,1.6666666666666667,1.8,3.0,7.75,3.0,3.0833333333333335,3.0,,2.0,5.0,,5.0,4.0,,4.0,4.0,2.0,3.0,3.0,,2.0,2.0,2.0,1.0,,4.0
23,1.0,1.0991622209549,5.0,,,,3.0,3.0,3.0,6.0,6.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
24,1.0,1.0991622209549,5.0,-0.6639999999999999,-1.0122499999999999,-0.547,3.6666666666666665,1.0,1.0,,6.6,6.0,2.5,,,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0
25,1.0,1.0991622209549,5.0,0.5529999999999999,0.9185,-0.484,4.285714285714286,2.6666666666666665,2.8,8.0,8.4,4.0,2.8333333333333335,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0
26,1.0,1.0991622209549,1.0,0.7765,-1.0865,-0.459,3.0,1.0,1.0,6.0,5.666666666666667,6.0,2.0,5.0,3.0,4.0,4.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0
27,1.0,1.0991622209549,2.0,1.6785,2.316,-0.54,5.0,5.0,5.0,6.0,11.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1.0,,1.0,,0.0
28,1.0,1.0991622209549,1.0,-0.436,-0.508,-0.459,4.166666666666667,1.6666666666666667,1.6,6.0,7.6,5.0,2.5,4.0,,2.0,2.0,1.0,,,2.0,2.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
29,1.0,1.0991622209549,1.0,-0.804,-0.5755,-0.263,3.5714285714285716,1.0,1.0,8.0,7.2,5.0,2.5,1.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0
30,1.0,1.0991622209549,2.0,0.5835,-1.0865,-0.603,3.142857142857143,1.0,1.0,6.0,5.4,6.0,2.4166666666666665,4.0,2.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
31,1.0,1.0991622209549,5.0,-0.29400000000000004,-0.28725,0.342,3.857142857142857,1.5,1.4,6.0,7.25,5.0,2.4166666666666665,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0
32,1.0,1.0991622209549,2.0,-1.0905,0.22175,-0.593,3.5714285714285716,1.8333333333333333,1.8,6.0,2.6,6.0,2.4166666666666665,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
33,1.0,1.0991622209549,4.0,-0.653,-0.85225,-0.484,3.2857142857142856,1.0,1.0,7.0,5.0,6.0,1.4166666666666667,3.0,2.0,1.0,3.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
34,1.0,1.0991622209549,1.0,-0.8705,-0.013749999999999995,-0.348,3.857142857142857,1.0,1.0,6.0,6.333333333333333,6.0,2.4166666666666665,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0
35,1.0,1.0991622209549,5.0,-0.0415,0.77775,0.339,4.0,1.5,2.0,8.0,7.4,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0
36,1.0,1.0991622209549,5.0,-0.4945,-0.4155,1.257,3.5714285714285716,1.8333333333333333,1.8,6.0,7.6,4.0,3.5833333333333335,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,5.0,4.0,3.0,4.0
37,1.0,1.0991622209549,5.0,-0.366,-0.88325,-0.603,3.142857142857143,1.0,1.2,6.0,4.6,5.0,2.5833333333333335,2.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
38,1.0,1.0991622209549,2.0,0.4115,-0.95375,0.547,4.0,1.0,1.6,6.0,6.2,5.0,3.25,1.0,4.0,4.0,4.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0
39,1.0,1.0991622209549,1.0,-0.006999999999999999,-0.05074999999999999,-0.192,3.7142857142857144,1.3333333333333333,1.2,6.0,5.0,5.0,2.25,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0
40,1.0,1.0991622209549,1.0,0.32799999999999996,0.086,1.142,5.0,1.0,1.2,6.0,10.2,2.0,2.0833333333333335,1.0,4.0,3.0,4.0,,4.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,4.0,3.0,4.0,2.0,4.0,0.0
41,1.0,1.0991622209549,5.0,0.10700000000000001,-1.0865,0.788,3.0,1.6666666666666667,1.8,4.0,5.6,6.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
42,1.0,1.0991622209549,1.0,-1.4645,-0.6895,-0.712,1.0,1.0,1.0,7.0,1.4,6.0,2.25,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,1.0,1.0991622209549,5.0,-0.5795,-0.498,-0.364,2.5714285714285716,1.1666666666666667,1.0,6.0,5.2,6.0,2.25,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0
44,1.0,1.0991622209549,1.0,0.042499999999999996,-0.29575,-0.474,3.4285714285714284,1.0,1.0,5.0,6.8,6.0,3.4166666666666665,1.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0
45,1.0,1.0991622209549,2.0,-0.4295,0.83475,-0.335,4.0,1.8333333333333333,1.2,6.0,6.2,5.0,2.9166666666666665,1.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0
46,1.0,1.0991622209549,2.0,0.1795,0.09025000000000001,-0.128,4.714285714285714,1.0,1.2,6.0,8.0,,2.25,3.0,,,,,,5.0,,3.0,1.0,1.0,2.0,4.0,,,4.0,1.0,1.0,1.0,2.0
47,1.0,1.0991622209549,5.0,-1.4645,-0.91,-0.712,2.5,1.0,1.0,7.0,2.8,6.0,2.3333333333333335,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,1.0,1.0991622209549,5.0,0.587,-0.67625,-0.335,2.5714285714285716,1.5,1.4,3.0,5.2,4.0,3.0833333333333335,2.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0
49,1.0,1.0991622209549,5.0,-0.517,-1.0865,-0.712,5.0,2.0,1.25,7.0,10.0,4.0,2.0,2.0,,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
50,1.0,1.0991622209549,2.0,-1.053,-0.20500000000000002,-0.712,3.4285714285714284,1.1666666666666667,1.0,5.0,3.4,6.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
51,1.0,1.0991622209549,1.0,-0.248,-0.76075,-0.715,1.8333333333333333,1.3333333333333333,1.75,5.0,7.4,6.0,2.25,3.0,4.0,1.0,3.0,1.0,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,-99.0
52,1.0,1.0991622209549,5.0,-0.45499999999999996,1.0125,1.076,2.0,2.1666666666666665,2.6,6.0,4.8,6.0,1.75,1.0,3.0,,2.0,1.0,4.0,5.0,4.0,5.0,4.0,,3.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0
53,1.0,1.0991622209549,4.0,0.16999999999999998,-0.26649999999999996,-0.13,5.0,1.6666666666666667,2.4,2.0,9.0,5.0,1.9166666666666667,1.0,,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0
54,1.0,1.0991622209549,2.0,-0.4585,-1.0865,-0.436,2.7142857142857144,1.0,1.8,6.0,3.0,6.0,2.6666666666666665,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
55,1.0,1.0991622209549,1.0,-0.8009999999999999,-0.71675,-0.398,3.0,1.0,1.0,4.0,1.4,6.0,1.5833333333333333,2.0,,,1.0,,,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0
56,1.0,1.0991622209549,5.0,1.266,1.7417500000000001,-0.712,5.0,1.0,1.0,,11.0,6.0,2.0,,5.0,,5.0,,5.0,5.0,3.0,5.0,5.0,,,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
57,1.0,1.0991622209549,2.0,0.7435,0.92475,1.381,3.2857142857142856,3.6666666666666665,1.0,6.0,6.6,6.0,3.3333333333333335,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0
58,1.0,1.0991622209549,5.0,-0.5505,1.073,-0.494,5.0,1.0,1.0,8.0,9.4,4.0,1.75,1.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0
59,1.0,1.0991622209549,2.0,-1.4645,1.6515,0.076,5.0,1.0,4.0,9.0,9.2,4.0,2.9166666666666665,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,3.0,1.0,4.0,0.0
60,1.0,1.0991622209549,1.0,-0.495,1.2369999999999999,-0.373,5.0,1.5,2.4,,10.6,4.0,3.75,3.0,,1.0,2.0,2.0,,4.0,4.0,5.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0
61,1.0,1.0991622209549,2.0,0.7375,-1.0865,-0.469,4.714285714285714,1.5,1.0,,8.8,5.0,1.8333333333333333,4.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,
62,1.0,1.0991622209549,1.0,0.687,1.2815,0.486,4.857142857142857,1.3333333333333333,2.0,6.0,7.4,,2.9166666666666665,,4.0,,,4.0,,4.0,4.0,5.0,5.0,,,,4.0,3.0,4.0,2.0,2.0,2.0,
63,1.0,1.0991622209549,2.0,0.493,0.96375,1.404,4.0,3.5,3.4,6.0,6.2,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
64,1.0,1.0991622209549,5.0,-0.95,-0.67475,-0.712,3.0,1.0,1.0,8.0,1.6,6.0,2.25,1.0,,,2.0,1.0,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
65,1.0,1.0991622209549,1.0,-0.034499999999999996,0.517,-0.168,3.142857142857143,1.5,1.8,5.0,6.6,6.0,1.75,1.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,5.0
66,1.0,1.0991622209549,2.0,-0.2475,0.012749999999999997,0.568,3.2857142857142856,1.6,1.2,6.0,8.0,5.0,2.5,2.0,3.0,,3.0,2.0,,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0
67,1.0,1.0991622209549,2.0,-0.11149999999999999,0.7705,,5.0,3.0,,,,,3.0,,,,3.0,,,,5.0,,1.0,4.0,,,5.0,,,,,,
68,1.0,1.0991622209549,,-0.091,-1.03825,-0.594,3.5714285714285716,2.6666666666666665,1.0,6.0,4.75,5.0,2.5833333333333335,,2.0,5.0,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0
69,1.0,1.0991622209549,1.0,-0.612,1.2525,-0.086,4.142857142857143,1.6666666666666667,1.8,7.0,7.4,6.0,2.9166666666666665,2.0,2.0,3.0,2.0,3.0,1.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0
70,1.0,1.0991622209549,1.0,-0.6895,0.7605,0.099,4.0,1.6666666666666667,3.0,7.0,3.8,5.0,3.0833333333333335,2.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0
71,1.0,1.0991622209549,5.0,-0.161,-1.0865,-0.712,3.7142857142857144,1.1666666666666667,1.0,4.0,6.0,6.0,2.1666666666666665,2.0,3.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
72,1.0,1.0991622209549,5.0,1.1545,-1.04225,-0.593,3.7142857142857144,1.1666666666666667,1.0,2.0,5.6,6.0,1.3333333333333333,5.0,4.0,4.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0
73,1.0,0.401199817657471,3.0,,,,2.857142857142857,3.6666666666666665,3.0,7.0,7.6,4.0,3.25,2.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0
74,1.0,1.0991622209549,5.0,-1.2345000000000002,-1.018,-0.712,2.2857142857142856,1.0,1.8,6.0,3.8,6.0,2.0833333333333335,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
75,1.0,1.0991622209549,2.0,0.5495,-0.6992499999999999,0.304,3.4285714285714284,1.0,1.0,3.0,5.0,5.0,1.75,3.0,,3.0,,4.0,,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0
76,1.0,1.0991622209549,1.0,0.29000000000000004,0.96475,0.18,4.142857142857143,1.8,1.2,,9.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,,,,4.0,3.0,3.0,2.0,1.0,4.0,2.0,
77,1.0,1.0991622209549,5.0,0.884,-0.05225000000000001,0.836,4.714285714285714,1.1666666666666667,1.0,3.0,9.2,4.0,2.25,1.0,,3.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,,,1.0,1.0,2.0,2.0,4.0,3.0,4.0,5.0
78,1.0,1.0991622209549,1.0,-0.419,-0.95175,-0.593,1.7142857142857142,1.0,1.0,5.0,3.6,6.0,2.0833333333333335,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0
79,1.0,1.0991622209549,1.0,0.3825,-1.04225,-0.083,4.2,1.1666666666666667,1.0,7.0,5.2,5.0,2.1666666666666665,3.0,,5.0,3.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,
80,1.0,1.0991622209549,5.0,-0.5605,-0.629,-0.712,2.857142857142857,1.0,1.8,6.0,1.6,6.0,2.1666666666666665,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
81,1.0,1.0991622209549,5.0,-1.0179999999999998,2.316,1.877,5.0,1.0,5.0,11.0,9.4,1.0,3.4166666666666665,1.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,6.0
82,1.0,1.0991622209549,5.0,0.14150000000000001,0.576,0.436,4.5,1.0,3.0,,8.75,,2.75,,,,,3.0,,,,,,,,3.0,,3.0,,,,,
83,1.0,1.0991622209549,1.0,0.47050000000000003,-1.04225,-0.072,4.142857142857143,1.0,1.0,3.0,4.8,5.0,2.6666666666666665,3.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0
84,1.0,1.0991622209549,5.0,1.3039999999999998,-1.081,-0.177,5.0,2.3333333333333335,1.8,2.0,10.4,3.0,1.8333333333333333,5.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0
85,1.0,1.0991622209549,5.0,-0.75,-0.46575,-0.712,3.7142857142857144,1.3333333333333333,1.0,7.0,4.0,6.0,2.5833333333333335,1.0,,1.0,,,,4.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0
86,1.0,1.0991622209549,2.0,0.457,-1.0865,0.014,3.2857142857142856,1.8333333333333333,2.0,6.0,4.8,5.0,2.4166666666666665,4.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0
87,1.0,1.0991622209549,,-0.9315,-0.412,-0.35,4.0,1.3333333333333333,1.0,,5.4,6.0,1.75,3.0,,1.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0
88,1.0,1.0991622209549,4.0,-0.5800000000000001,-0.9095,-0.712,4.857142857142857,1.6666666666666667,1.8,8.0,8.2,6.0,1.4166666666666667,5.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
89,1.0,1.0991622209549,1.0,0.276,-1.018,-0.188,2.3333333333333335,1.5,2.0,6.0,5.4,6.0,2.5833333333333335,,,,4.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,
90,1.0,1.0991622209549,5.0,0.2255,0.20125,0.157,3.7142857142857144,1.3333333333333333,1.4,8.0,5.4,6.0,3.4166666666666665,,3.0,1.0,5.0,,,4.0,3.0,5.0,4.0,,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0
91,1.0,1.0991622209549,5.0,0.4195,0.037500000000000006,0.05,3.857142857142857,1.3333333333333333,1.2,6.0,7.8,3.0,2.5833333333333335,4.0,3.0,2.0,5.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,7.0
92,1.0,1.0991622209549,5.0,,-0.879,-0.656,2.3333333333333335,1.3333333333333333,1.2,5.0,2.8,6.0,2.9166666666666665,,,,,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
93,1.0,1.0991622209549,5.0,0.29800000000000004,0.6775,-0.445,3.857142857142857,3.3333333333333335,1.8,4.0,6.6,4.0,2.5833333333333335,3.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0
